,id,sha,source,title,doi,pmcid,pubmed_id,license,summary,published,author,journal,Microsoft Academic Paper ID,WHO #Covidence,arxiv_id,has_pdf_parse,has_pmc_xml_parse,full_text_file,url,paper_type
42779,j6a08ayd,3a9b2a9a8127281b86e27ffd75170b93361fa78f,arxiv,CoroNet: A Deep Neural Network for Detection and Diagnosis of Covid-19 from Chest X-ray Images,,,,arxiv,"The novel Coronavirus also called Covid-19 originated in Wuhan, China in December 2019 and has now spread across the world. It has so far infected around 1.8 million people and claimed approximately 114698 lives overall. As the number of cases are rapidly increasing, most of the countries are facing shortage of testing kits and resources. The limited quantity of testing kits and increasing number of daily cases encouraged us to come up with a Deep Learning model that can aid radiologists and clinicians in detecting Covid-19 cases using chest X-rays. Therefore, in this study, we propose CoroNet, a Deep Convolutional Neural Network model to automatically detect Covid-19 infection from chest X-ray images. The deep model called CoroNet has been trained and tested on a dataset prepared by collecting Covid-19 and other chest pneumonia X-ray images from two different publically available databases. The experimental results show that our proposed model achieved an overall accuracy of 89.5%, and more importantly the precision and recall rate for Covid-19 cases are 97% and 100%. The preliminary results of this study look promising which can be further improved as more training data becomes available. Overall, the proposed model substantially advances the current radiology based methodology and during Covid-19 pandemic, it can be very helpful tool for clinical practitioners and radiologists to aid them in diagnosis, quantification and follow-up of Covid-19 cases.",2020-04-10,Asif Khan Iqbal; Junaid Shah Latief; Mudasir Bhat,,,,2004.04931,True,False,arxiv,https://arxiv.org/abs/2004.04931,AI
42786,y3joi01a,1a59ca238c64e4bae304240d7df787cf0345d50e,arxiv,Artificial Intelligence Forecasting of Covid-19 in China,,,,arxiv,"BACKGROUND An alternative to epidemiological models for transmission dynamics of Covid-19 in China, we propose the artificial intelligence (AI)-inspired methods for real-time forecasting of Covid-19 to estimate the size, lengths and ending time of Covid-19 across China. METHODS We developed a modified stacked auto-encoder for modeling the transmission dynamics of the epidemics. We applied this model to real-time forecasting the confirmed cases of Covid-19 across China. The data were collected from January 11 to February 27, 2020 by WHO. We used the latent variables in the auto-encoder and clustering algorithms to group the provinces/cities for investigating the transmission structure. RESULTS We forecasted curves of cumulative confirmed cases of Covid-19 across China from Jan 20, 2020 to April 20, 2020. Using the multiple-step forecasting, the estimated average errors of 6-step, 7-step, 8-step, 9-step and 10-step forecasting were 1.64%, 2.27%, 2.14%, 2.08%, 0.73%, respectively. We predicted that the time points of the provinces/cities entering the plateau of the forecasted transmission dynamic curves varied, ranging from Jan 21 to April 19, 2020. The 34 provinces/cities were grouped into 9 clusters. CONCLUSIONS The accuracy of the AI-based methods for forecasting the trajectory of Covid-19 was high. We predicted that the epidemics of Covid-19 will be over by the middle of April. If the data are reliable and there are no second transmissions, we can accurately forecast the transmission dynamics of the Covid-19 across the provinces/cities in China. The AI-inspired methods are a powerful tool for helping public health planning and policymaking.",2020-02-17,Zixin Hu; Qiyang Ge; Shudi Li; Li Jin; Momiao Xiong,,,,2002.07112,True,False,arxiv,https://arxiv.org/abs/2002.07112,AI
42787,brzv7z2n,5db0486bb05240fd38921178c42e1262c2ad9661,arxiv,COVID-19 forecasting based on an improved interior search algorithm and multi-layer feed forward neural network,,,,arxiv,"COVID-19 is a novel coronavirus that was emerged in December 2019 within Wuhan, China. As the crisis of its serious increasing dynamic outbreak in all parts of the globe, the forecast maps and analysis of confirmed cases (CS) becomes a vital great changeling task. In this study, a new forecasting model is presented to analyze and forecast the CS of COVID-19 for the coming days based on the reported data since 22 Jan 2020. The proposed forecasting model, named ISACL-MFNN, integrates an improved interior search algorithm (ISA) based on chaotic learning (CL) strategy into a multi-layer feed-forward neural network (MFNN). The ISACL incorporates the CL strategy to enhance the performance of ISA and avoid the trapping in the local optima. By this methodology, it is intended to train the neural network by tuning its parameters to optimal values and thus achieving high-accuracy level regarding forecasted results. The ISACL-MFNN model is investigated on the official data of the COVID-19 reported by the World Health Organization (WHO) to analyze the confirmed cases for the upcoming days. The performance regarding the proposed forecasting model is validated and assessed by introducing some indices including the mean absolute error (MAE), root mean square error (RMSE) and mean absolute percentage error (MAPE) and the comparisons with other optimization algorithms are presented. The proposed model is investigated in the most affected countries (i.e., USA, Italy, and Spain). The experimental simulations illustrate that the proposed ISACL-MFNN provides promising performance rather than the other algorithms while forecasting task for the candidate countries.",2020-04-06,Rizk Rizk-Allah M.; Aboul Hassanien Ella,,,,2004.05960,True,False,arxiv,https://arxiv.org/abs/2004.05960,AI
42794,vw6kpuz4,2df813945620a682a33f7aeb71a801a55a4d62f5,arxiv,POCOVID-Net: Automatic Detection of COVID-19 From a New Lung Ultrasound Imaging Dataset (POCUS),,,,arxiv,"With the rapid development of COVID-19 into a global pandemic, there is an ever more urgent need for cheap, fast and reliable tools that can assist physicians in diagnosing COVID-19. Medical imaging such as CT can take a key role in complementing conventional diagnostic tools from molecular biology, and, using deep learning techniques, several automatic systems were demonstrated promising performances using CT or X-ray data. Here, we advocate a more prominent role of point-of-care ultrasound imaging to guide COVID-19 detection. Ultrasound is non-invasive and ubiquitous in medical facilities around the globe. Our contribution is threefold. First, we gather a lung ultrasound (POCUS) dataset consisting of (currently) 1103 images (654 COVID-19, 277 bacterial pneumonia and 172 healthy controls), sampled from 64 videos. While this dataset was assembled from various online sources and is by no means exhaustive, it was processed specifically to feed deep learning models and is intended to serve as a starting point for an open-access initiative. Second, we train a deep convolutional neural network (POCOVID-Net) on this 3-class dataset and achieve an accuracy of 89% and, by a majority vote, a video accuracy of 92% . For detecting COVID-19 in particular, the model performs with a sensitivity of 0.96, a specificity of 0.79 and F1-score of 0.92 in a 5-fold cross validation. Third, we provide an open-access web service (POCOVIDScreen) that is available at: https://pocovidscreen.org. The website deploys the predictive model, allowing to perform predictions on ultrasound lung images. In addition, it grants medical staff the option to (bulk) upload their own screenings in order to contribute to the growing public database of pathological lung ultrasound images. Dataset and code are available from: https://github.com/jannisborn/covid19_pocus_ultrasound",2020-04-25,Jannis Born; Gabriel Brandle; Manuel Cossio; Marion Disdier; Julie Goulet; J'er'emie Roulin; Nina Wiedemann,,,,,True,False,arxiv,,AI
42797,vzfkstiw,049ea432acc08b04a3e21c390f62be3d845a2e2c,arxiv,COVID-ResNet: A Deep Learning Framework for Screening of COVID19 from Radiographs,,,,arxiv,"In the last few months, the novel COVID19 pandemic has spread all over the world. Due to its easy transmission, developing techniques to accurately and easily identify the presence of COVID19 and distinguish it from other forms of flu and pneumonia is crucial. Recent research has shown that the chest Xrays of patients suffering from COVID19 depicts certain abnormalities in the radiography. However, those approaches are closed source and not made available to the research community for re-producibility and gaining deeper insight. The goal of this work is to build open source and open access datasets and present an accurate Convolutional Neural Network framework for differentiating COVID19 cases from other pneumonia cases. Our work utilizes state of the art training techniques including progressive resizing, cyclical learning rate finding and discriminative learning rates to training fast and accurate residual neural networks. Using these techniques, we showed the state of the art results on the open-access COVID-19 dataset. This work presents a 3-step technique to fine-tune a pre-trained ResNet-50 architecture to improve model performance and reduce training time. We call it COVIDResNet. This is achieved through progressively re-sizing of input images to 128x128x3, 224x224x3, and 229x229x3 pixels and fine-tuning the network at each stage. This approach along with the automatic learning rate selection enabled us to achieve the state of the art accuracy of 96.23% (on all the classes) on the COVIDx dataset with only 41 epochs. This work presented a computationally efficient and highly accurate model for multi-class classification of three different infection types from along with Normal individuals. This model can help in the early screening of COVID19 cases and help reduce the burden on healthcare systems.",2020-03-31,Muhammad Farooq; Abdul Hafeez,,,,2003.14395,True,False,arxiv,https://arxiv.org/abs/2003.14395,AI
42799,bwghyhqx,1c588fca3c13303f444f545a5ad5318bdf5ff460,arxiv,Combining Visible Light and Infrared Imaging for Efficient Detection of Respiratory Infections such as COVID-19 on Portable Device,,,,arxiv,"Coronavirus Disease 2019 (COVID-19) has become a serious global epidemic in the past few months and caused huge loss to human society worldwide. For such a large-scale epidemic, early detection and isolation of potential virus carriers is essential to curb the spread of the epidemic. Recent studies have shown that one important feature of COVID-19 is the abnormal respiratory status caused by viral infections. During the epidemic, many people tend to wear masks to reduce the risk of getting sick. Therefore, in this paper, we propose a portable non-contact method to screen the health condition of people wearing masks through analysis of the respiratory characteristics. The device mainly consists of a FLIR one thermal camera and an Android phone. This may help identify those potential patients of COVID-19 under practical scenarios such as pre-inspection in schools and hospitals. In this work, we perform the health screening through the combination of the RGB and thermal videos obtained from the dual-mode camera and deep learning architecture.We first accomplish a respiratory data capture technique for people wearing masks by using face recognition. Then, a bidirectional GRU neural network with attention mechanism is applied to the respiratory data to obtain the health screening result. The results of validation experiments show that our model can identify the health status on respiratory with the accuracy of 83.7\\% on the real-world dataset. The abnormal respiratory data and part of normal respiratory data are collected from Ruijin Hospital Affiliated to The Shanghai Jiao Tong University Medical School. Other normal respiratory data are obtained from healthy people around our researchers. This work demonstrates that the proposed portable and intelligent health screening device can be used as a pre-scan method for respiratory infections, which may help fight the current COVID-19 epidemic.",2020-04-15,Zheng Jiang; Menghan Hu; Lei Fan; Yaling Pan; Wei Tang; Guangtao Zhai; Yong Lu,,,,2004.06912,True,False,arxiv,https://arxiv.org/abs/2004.06912,AI
42807,eici4eit,495396a1162f88fef1e8f3c48b01120219f1d37d,arxiv,Automated diagnosis of COVID-19 with limited posteroanterior chest X-ray images using fine-tuned deep neural networks,,,,arxiv,"The novel coronavirus 2019 (COVID-19) is a respiratory syndrome that resembles pneumonia. The current diagnostic procedure of COVID-19 follows reverse-transcriptase polymerase chain reaction (RT-PCR) based approach which however is less sensitive to identify the virus at the initial stage. Hence, a more robust and alternate diagnosis technique is desirable. Recently, with the release of publicly available datasets of corona positive patients comprising of computed tomography (CT) and chest X-ray (CXR) imaging; scientists, researchers and healthcare experts are contributing for faster and automated diagnosis of COVID-19 by identifying pulmonary infections using deep learning approaches to achieve better cure and treatment. These datasets have limited samples concerned with the positive COVID-19 cases, which raise the challenge for unbiased learning. Following from this context, this article presents the random oversampling and weighted class loss function approach for unbiased fine-tuned learning (transfer learning) in various state-of-the-art deep learning approaches such as baseline ResNet, Inception-v3, Inception ResNet-v2, DenseNet169, and NASNetLarge to perform binary classification (as normal and COVID-19 cases) and also multi-class classification (as COVID-19, pneumonia, and normal case) of posteroanterior CXR images. Accuracy, precision, recall, loss, and area under the curve (AUC) are utilized to evaluate the performance of the models. Considering the experimental results, the performance of each model is scenario dependent; however, NASNetLarge displayed better scores in contrast to other architectures. This article also added the visual explanation to illustrate the basis of model classification and perception of COVID-19 in CXR images.",2020-04-23,Narinder Punn Singh; Sonali Agarwal,,,,,True,False,arxiv,,AI
42813,a2mqvbj2,4375209ab5826b2fab6be0f440c4b401e396e0f9,arxiv,CovidAID: COVID-19 Detection Using Chest X-Ray,,,,arxiv,"The exponential increase in COVID-19 patients is overwhelming healthcare systems across the world. With limited testing kits, it is impossible for every patient with respiratory illness to be tested using conventional techniques (RT-PCR). The tests also have long turn-around time, and limited sensitivity. Detecting possible COVID-19 infections on Chest X-Ray may help quarantine high risk patients while test results are awaited. X-Ray machines are already available in most healthcare systems, and with most modern X-Ray systems already digitized, there is no transportation time involved for the samples either. In this work we propose the use of chest X-Ray to prioritize the selection of patients for further RT-PCR testing. This may be useful in an inpatient setting where the present systems are struggling to decide whether to keep the patient in the ward along with other patients or isolate them in COVID-19 areas. It would also help in identifying patients with high likelihood of COVID with a false negative RT-PCR who would need repeat testing. Further, we propose the use of modern AI techniques to detect the COVID-19 patients using X-Ray images in an automated manner, particularly in settings where radiologists are not available, and help make the proposed testing technology scalable. We present CovidAID: COVID-19 AI Detector, a novel deep neural network based model to triage patients for appropriate testing. On the publicly available covid-chestxray-dataset [2], our model gives 90.5% accuracy with 100% sensitivity (recall) for the COVID-19 infection. We significantly improve upon the results of Covid-Net [10] on the same dataset.",2020-04-21,Arpan Mangal; Surya Kalia; Harish Rajgopal; Krithika Rangarajan; Vinay Namboodiri; Subhashis Banerjee; Chetan Arora,,,,2004.09803,True,False,arxiv,https://arxiv.org/abs/2004.09803,AI
42821,fitte5bf,003d2e515e1aaf06f0052769953e861ed8e56608,arxiv,Weakly Supervised Deep Learning for COVID-19 Infection Detection and Classification from CT Images,,,,arxiv,"An outbreak of a novel coronavirus disease (i.e., COVID-19) has been recorded in Wuhan, China since late December 2019, which subsequently became pandemic around the world. Although COVID-19 is an acutely treated disease, it can also be fatal with a risk of fatality of 4.03% in China and the highest of 13.04% in Algeria and 12.67% Italy (as of 8th April 2020). The onset of serious illness may result in death as a consequence of substantial alveolar damage and progressive respiratory failure. Although laboratory testing, e.g., using reverse transcription polymerase chain reaction (RT-PCR), is the golden standard for clinical diagnosis, the tests may produce false negatives. Moreover, under the pandemic situation, shortage of RT-PCR testing resources may also delay the following clinical decision and treatment. Under such circumstances, chest CT imaging has become a valuable tool for both diagnosis and prognosis of COVID-19 patients. In this study, we propose a weakly supervised deep learning strategy for detecting and classifying COVID-19 infection from CT images. The proposed method can minimise the requirements of manual labelling of CT images but still be able to obtain accurate infection detection and distinguish COVID-19 from non-COVID-19 cases. Based on the promising results obtained qualitatively and quantitatively, we can envisage a wide deployment of our developed technique in large-scale clinical studies.",2020-04-14,Shaoping Hu; Yuan Gao; Zhangming Niu; Yinghui Jiang; Lao Li; Xianglu Xiao; Minhao Wang; Evandro Fang Fei; Wade Menpes-Smith; Jun Xia; Hui Ye; Guang Yang,,,,2004.06689,True,False,arxiv,https://arxiv.org/abs/2004.06689,AI
42822,cjda13l8,1d93c5f7a7851227cc1aaf7ed0f4ee3aa72ac159,arxiv,"Comparative prediction of confirmed cases with COVID-19 pandemic by machine learning, deterministic and stochastic SIR models",,,,arxiv,"In this paper, we propose a machine learning technics and SIR models (deterministic and stochastic cases) with numerical approximations to predict the number of cases infected with the COVID-19, for both in few days and the following three weeks. Like in [1] and based on the public data from [2], we estimate parameters and make predictions to help on how to find concrete actions to control the situation. Under optimistic estimation, the pandemic in some countries will end soon, while for most of the countries in the world, the hit of anti-pandemic will be no later than the beginning of May.",2020-04-24,Babacar Ndiaye Mbaye; Lena Tendeng; Diaraf Seck,,,,,True,False,arxiv,,AI
42837,i22lcbfh,1932ea139d08d1256a77ccdeeae510f6120ce6bf,arxiv,GSA-DenseNet121-COVID-19: a Hybrid Deep Learning Architecture for the Diagnosis of COVID-19 Disease based on Gravitational Search Optimization Algorithm,,,,arxiv,"In this paper, a novel approach called GSA-DenseNet121-COVID-19 based on a hybrid convolutional neural network (CNN) architecture is proposed using an optimization algorithm. The CNN architecture that was used is called DenseNet121 and the optimization algorithm that was used is called the gravitational search algorithm (GSA). The GSA is adapted to determine the best values for the hyperparameters of the DenseNet121 architecture, and to achieve a high level of accuracy in diagnosing COVID-19 disease through chest x-ray image analysis. The obtained results showed that the proposed approach was able to correctly classify 98% of the test set. To test the efficacy of the GSA in setting the optimum values for the hyperparameters of DenseNet121, it was compared to another optimization algorithm called social ski driver (SSD). The comparison results demonstrated the efficacy of the proposed GSA-DenseNet121-COVID-19 and its ability to better diagnose COVID-19 disease than the SSD-DenseNet121 as the second was able to diagnose only 94% of the test set. As well as, the proposed approach was compared to an approach based on a CNN architecture called Inception-v3 and the manual search method for determining the values of the hyperparameters. The results of the comparison showed that the GSA-DenseNet121 was able to beat the other approach, as the second was able to classify only 95% of the test set samples.",2020-04-09,Dalia Ezzat; Aboul Hassanien ell; Hassan Ella Aboul,,,,2004.05084,True,False,arxiv,https://arxiv.org/abs/2004.05084,AI
42843,lqynbni7,94404b110e8d1d78515c7905093a67246ee5f8a1,arxiv,Abnormal respiratory patterns classifier may contribute to large-scale screening of people infected with COVID-19 in an accurate and unobtrusive manner,,,,arxiv,"Research significance: During the epidemic prevention and control period, our study can be helpful in prognosis, diagnosis and screening for the patients infected with COVID-19 (the novel coronavirus) based on breathing characteristics. According to the latest clinical research, the respiratory pattern of COVID-19 is different from the respiratory patterns of flu and the common cold. One significant symptom that occurs in the COVID-19 is Tachypnea. People infected with COVID-19 have more rapid respiration. Our study can be utilized to distinguish various respiratory patterns and our device can be preliminarily put to practical use. Demo videos of this method working in situations of one subject and two subjects can be downloaded online. Research details: Accurate detection of the unexpected abnormal respiratory pattern of people in a remote and unobtrusive manner has great significance. In this work, we innovatively capitalize on depth camera and deep learning to achieve this goal. The challenges in this task are twofold: the amount of real-world data is not enough for training to get the deep model; and the intra-class variation of different types of respiratory patterns is large and the outer-class variation is small. In this paper, considering the characteristics of actual respiratory signals, a novel and efficient Respiratory Simulation Model (RSM) is first proposed to fill the gap between the large amount of training data and scarce real-world data. Subsequently, we first apply a GRU neural network with bidirectional and attentional mechanisms (BI-AT-GRU) to classify 6 clinically significant respiratory patterns (Eupnea, Tachypnea, Bradypnea, Biots, Cheyne-Stokes and Central-Apnea). The proposed deep model and the modeling ideas have the great potential to be extended to large scale applications such as public places, sleep scenario, and office environment.",2020-02-12,Yunlu Wang; Menghan Hu; Qingli Li; Xiao-Ping Zhang; Guangtao Zhai; Nan Yao,,,,2002.05534,True,False,arxiv,https://arxiv.org/abs/2002.05534,AI
42844,hyk93ons,1ed171376f8afb9d629b8f623c910947a1105e6e,arxiv,"AI-Driven CT-based quantification, staging and short-term outcome prediction of COVID-19 pneumonia",,,,arxiv,"Chest computed tomography (CT) is widely used for the management of Coronavirus disease 2019 (COVID-19) pneumonia because of its availability and rapidity. The standard of reference for confirming COVID-19 relies on microbiological tests but these tests might not be available in an emergency setting and their results are not immediately available, contrary to CT. In addition to its role for early diagnosis, CT has a prognostic role by allowing visually evaluating the extent of COVID-19 lung abnormalities. The objective of this study is to address prediction of short-term outcomes, especially need for mechanical ventilation. In this multi-centric study, we propose an end-to-end artificial intelligence solution for automatic quantification and prognosis assessment by combining automatic CT delineation of lung disease meeting performance of experts and data-driven identification of biomarkers for its prognosis. AI-driven combination of variables with CT-based biomarkers offers perspectives for optimal patient management given the shortage of intensive care beds and ventilators.",2020-04-20,Guillaume Chassagnon; Maria Vakalopoulou; Enzo Battistella; Stergios Christodoulidis; Trieu-Nghi Hoang-Thi; Severine Dangeard; Eric Deutsch; Fabrice Andre; Enora Guillo; Nara Halm; Stefany Hajj El; Florian Bompard; Sophie Neveu; Chahinez Hani; Ines Saab; Alienor Campredon; Hasmik Koulakian; Souhail Bennani; Gael Freche; Aurelien Lombard; Laure Fournier; Hippolyte Monnier; Teodor Grand; Jules Gregory; Antoine Khalil; Elyas Mahdjoub; Pierre-Yves Brillet; Stephane Ba Tran; Valerie Bousson; Marie-Pierre Revel; Nikos Paragios,,,,,True,False,arxiv,,AI
42846,6tgl1cur,64c014f2dd60c5751b590614f93c4c75ab84100f,arxiv,"Leveraging Data Preparation, HBase NoSQL Storage, and HiveQL Querying for COVID-19 Big Data Analytics Projects",,,,arxiv,"Epidemiologist, Scientists, Statisticians, Historians, Data engineers and Data scientists are working on finding descriptive models and theories to explain COVID-19 expansion phenomena or on building analytics predictive models for learning the apex of COVID-19 confimed cases, recovered cases, and deaths evolution curves. In CRISP-DM life cycle, 75% of time is consumed only by data preparation phase causing lot of pressions and stress on scientists and data scientists building machine learning models. This paper aims to help reducing data preparation efforts by presenting detailed schemas design and data preparation technical scripts for formatting and storing Johns Hopkins University COVID-19 daily data in HBase NoSQL data store, and enabling HiveQL COVID-19 data querying in a relational Hive SQL-like style.",2020-04-01,Karim Baina,,,,2004.00253,True,False,arxiv,https://arxiv.org/abs/2004.00253,AI
42848,pr8flgd2,41ce72cb8df0bc21b693f002e6957342c589f7b9,arxiv,COVID-19: Strategies for Allocation of Test Kits,,,,arxiv,"With the increasing spread of COVID-19, it is important to systematically test more and more people. The current strategy for test-kit allocation is mostly rule-based, focusing on individuals having (a) symptoms for COVID-19, (b) travel history or (c) contact history with confirmed COVID-19 patients. Such testing strategy may miss out on detecting asymptomatic individuals who got infected via community spread. Thus, it is important to allocate a separate budget of test-kits per day targeted towards preventing community spread and detecting new cases early on. In this report, we consider the problem of allocating test-kits and discuss some solution approaches. We believe that these approaches will be useful to contain community spread and detect new cases early on. Additionally, these approaches would help in collecting unbiased data which can then be used to improve the accuracy of machine learning models trained to predict COVID-19 infections.",2020-04-03,Arpita Biswas; Shruthi Bannur; Prateek Jain; Srujana Merugu,,,,2004.01740,True,False,arxiv,https://arxiv.org/abs/2004.01740,AI
42852,lr88hhyh,dbad020d650c2b42a6293e774ff71c4ca2fff40e,arxiv,Mapping the Landscape of Artificial Intelligence Applications against COVID-19,,,,arxiv,"COVID-19, the disease caused by the SARS-CoV-2 virus, has been declared a pandemic by the World Health Organization, with over 2.5 million confirmed cases as of April 23, 2020. In this review, we present an overview of recent studies using Machine Learning and, more broadly, Artificial Intelligence, to tackle many aspects of the COVID-19 crisis at different scales including molecular, clinical, and societal applications. We also review datasets, tools, and resources needed to facilitate AI research. Finally, we discuss strategic considerations related to the operational implementation of projects, multidisciplinary partnerships, and open science. We highlight the need for international cooperation to maximize the potential of AI in this and future pandemics.",2020-03-25,Joseph Bullock; Alexandra Luccioni; Katherine Pham Hoffmann; Cynthia Lam Sin Nga; Miguel Luengo-Oroz,,,,2003.11336,True,False,arxiv,https://arxiv.org/abs/2003.11336,AI
42864,w80gndka,beafcc134bb96b4c1898cbb63be513d951f82b95,arxiv,Coronavirus (COVID-19) Classification using Deep Features Fusion and Ranking Technique,,,,arxiv,"Coronavirus (COVID-19) emerged towards the end of 2019. World Health Organization (WHO) was identified it as a global epidemic. Consensus occurred in the opinion that using Computerized Tomography (CT) techniques for early diagnosis of pandemic disease gives both fast and accurate results. It was stated by expert radiologists that COVID-19 displays different behaviours in CT images. In this study, a novel method was proposed as fusing and ranking deep features to detect COVID-19 in early phase. 16x16 (Subset-1) and 32x32 (Subset-2) patches were obtained from 150 CT images to generate sub-datasets. Within the scope of the proposed method, 3000 patch images have been labelled as CoVID-19 and No finding for using in training and testing phase. Feature fusion and ranking method have been applied in order to increase the performance of the proposed method. Then, the processed data was classified with a Support Vector Machine (SVM). According to other pre-trained Convolutional Neural Network (CNN) models used in transfer learning, the proposed method shows high performance on Subset-2 with 98.27% accuracy, 98.93% sensitivity, 97.60% specificity, 97.63% precision, 98.28% F1-score and 96.54% Matthews Correlation Coefficient (MCC) metrics.",2020-04-07,Umut Ozkaya; Saban Ozturk; Mucahid Barstugan,,,,2004.03698,True,False,arxiv,https://arxiv.org/abs/2004.03698,AI
42869,2ttskxzz,2439614328da116439f51ad2113eff15d76cd842,arxiv,Generating Similarity Map for COVID-19 Transmission Dynamics with Topological Autoencoder,,,,arxiv,"At the beginning of 2020 the world has seen the initial outbreak of COVID-19, a disease caused by SARS-CoV2 virus in China. The World Health Organization (WHO) declared this disease as a pandemic on March 11 2020. As the disease spread globally, it becomes difficult to tract the transmission dynamics of this disease in all countries, as they may differ in geographical, demographic and strategical aspects. In this short note, the author proposes the utilization of a type of neural network to generate a global topological map for these dynamics, in which countries that share similar dynamics are mapped adjacently, while countries with significantly different dynamics are mapped far from each other. The author believes that this kind of topological map can be useful for further analyzing and comparing the correlation between the diseases dynamics with strategies to mitigate this global crisis in an intuitive manner. Some initial experiments with with time series of patients numbers in more than 240 countries are explained in this note.",2020-04-03,Pitoyo Hartono,,,,2004.01481,True,False,arxiv,https://arxiv.org/abs/2004.01481,AI
42872,f25bg2vt,8cb3c7f7716217bd54a97f220f73dc07ef1220c4,arxiv,Machine Learning the Phenomenology of COVID-19 From Early Infection Dynamics,,,,arxiv,"We present a robust data-driven machine learning analysis of the COVID-19 pandemic from its early infection dynamics, specifically infection counts over time. The goal is to extract actionable public health insights. These insights include the infectious force, the rate of a mild infection becoming serious, estimates for asymtomatic infections and predictions of new infections over time. We focus on USA data starting from the first confirmed infection on January 20 2020. Our methods reveal significant asymptomatic (hidden) infection, a lag of about 10 days, and we quantitatively confirm that the infectious force is strong with about a 0.14% transition from mild to serious infection. Our methods are efficient, robust and general, being agnostic to the specific virus and applicable to different populations or cohorts.",2020-03-17,Malik Magdon-Ismail,,,,2003.07602,True,False,arxiv,https://arxiv.org/abs/2003.07602,AI
42873,p398ewx9,7842ce735861a2fdef23ed03f654cd88751e27cd,arxiv,COVID-19 and Computer Audition: An Overview on What Speech&Sound Analysis Could Contribute in the SARS-CoV-2 Corona Crisis,,,,arxiv,"At the time of writing, the world population is suffering from more than 10,000 registered COVID-19 disease epidemic induced deaths since the outbreak of the Corona virus more than three months ago now officially known as SARS-CoV-2. Since, tremendous efforts have been made worldwide to counter-steer and control the epidemic by now labelled as pandemic. In this contribution, we provide an overview on the potential for computer audition (CA), i.e., the usage of speech and sound analysis by artificial intelligence to help in this scenario. We first survey which types of related or contextually significant phenomena can be automatically assessed from speech or sound. These include the automatic recognition and monitoring of breathing, dry and wet coughing or sneezing sounds, speech under cold, eating behaviour, sleepiness, or pain to name but a few. Then, we consider potential use-cases for exploitation. These include risk assessment and diagnosis based on symptom histograms and their development over time, as well as monitoring of spread, social distancing and its effects, treatment and recovery, and patient wellbeing. We quickly guide further through challenges that need to be faced for real-life usage. We come to the conclusion that CA appears ready for implementation of (pre-)diagnosis and monitoring tools, and more generally provides rich and significant, yet so far untapped potential in the fight against COVID-19 spread.",2020-03-24,Bjorn Schuller W.; Dagmar Schuller M.; Kun Qian; Juan Liu; Huaiyuan Zheng; Xiao Li,,,,2003.11117,True,False,arxiv,https://arxiv.org/abs/2003.11117,AI
42874,iu6m3ps2,c9b729b5595bed455f2eb646c035dfd8b0eaf120,arxiv,COVID-MobileXpert: On-Device COVID-19 Screening using Snapshots of Chest X-Ray,,,,arxiv,"With the increasing demand for millions of COVID-19 screenings, Computed Tomography (CT) based test has emerged as a promising alternative to the gold standard RT-PCR test. However, it is primarily provided in hospital setting due to the need for expensive equipment and experienced radiologists. An accurate, rapid yet inexpensive test that is suitable for COVID-19 population screenings at mobile, urgent and primary care clinics is urgently needed. We present COVID-MobileXpert: a lightweight deep neural network (DNN) based mobile app that can use noisy snapshots of chest X-ray (CXR) for point-of-care COVID-19 screening. We design and implement a novel three-player knowledge transfer and distillation (KTD) framework including a pre-trained attending physician (AP) network that extracts CXR imaging features from large scale of lung disease CXR images, a fine-tuned resident fellow (RF) network that learns the essential CXR imaging features to discriminate COVID-19 from pneumonia and/or normal cases using a small amount of COVID-19 cases, and a trained lightweight medical student (MS) network that performs on-device COVID-19 screening. To accommodate the need for screening using noisy snapshots of CXR images, we employ novel loss functions and training schemes for the MS network to learn the robust imaging features for accurate on-device COVID-19 screening. We demonstrate the strong potential of COVID-MobileXpert for rapid deployment via extensive experiments with diverse MS network architecture, CXR imaging quality, and tuning parameter settings. The source code of cloud and mobile based models are available from https://github.com/xinli0928/COVID-Xray.",2020-04-06,Xin Li; Chengyin Li; Dongxiao Zhu,,,,2004.03042,True,False,arxiv,https://arxiv.org/abs/2004.03042,AI
42884,wdmf5e98,8b78ac54c4653dc82fd39bdaf19d226f993961aa,arxiv,Zero-Shot Learning and its Applications from Autonomous Vehicles to COVID-19 Diagnosis: A Review,,,,arxiv,"The challenge of learning a new concept without receiving any examples beforehand is called zero-shot learning (ZSL). One of the major issues in deep learning based methodologies is the requirement of feeding a vast amount of annotated and labelled images by a human to train the network model. ZSL is known for having minimal human intervention by relying only on previously known concepts and auxiliary information. It is an ever-growing research area since it has human-like characteristics in learning new concepts, which makes it applicable in many real-world scenarios, from autonomous vehicles to surveillance systems to medical imaging and COVID-19 CT scan-based diagnosis. In this paper, we present the definition of the problem, we review over fundamentals, and the challenging steps of Zero-shot learning, including recent categories of solutions, motivations behind each approach, and their advantages over other categories. Inspired from different settings and extensions, we have a broaden solution called one/few-shot learning. We then review thorough datasets, the variety of splits, and the evaluation protocols proposed so far. Finally, we discuss the recent applications and possible future directions of ZSL. We aim to convey a useful intuition through this paper towards the goal of handling computer vision learning tasks more similar to the way humans learn.",2020-04-29,Mahdi Rezaei; Mahsa Shahidi,,,,,True,False,arxiv,,AI
