,id,sha,source,title,doi,pmcid,pubmed_id,license,summary,published,author,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,medrxiv,arxiv,biorxiv,paper_type
131103,f1my60gb,c4bc53414f5c46ccd356a7d74a9cd8b0cfc8b062,arxiv,Automated Detection and Forecasting of COVID-19 using Deep Learning Techniques: A Review,,,,arxiv,"Coronavirus, or COVID-19, is a hazardous disease that has endangered the health of many people around the world by directly affecting the lungs. COVID-19 is a medium-sized, coated virus with a single-stranded RNA. This virus has one of the largest RNA genomes and is approximately 120 nm. The X-Ray and computed tomography (CT) imaging modalities are widely used to obtain a fast and accurate medical diagnosis. Identifying COVID-19 from these medical images is extremely challenging as it is time-consuming, demanding, and prone to human errors. Hence, artificial intelligence (AI) methodologies can be used to obtain consistent high performance. Among the AI methodologies, deep learning (DL) networks have gained much popularity compared to traditional machine learning (ML) methods. Unlike ML techniques, all stages of feature extraction, feature selection, and classification are accomplished automatically in DL models. In this paper, a complete survey of studies on the application of DL techniques for COVID-19 diagnostic and automated segmentation of lungs is discussed, concentrating on works that used X-Ray and CT images. Additionally, a review of papers on the forecasting of coronavirus prevalence in different parts of the world with DL techniques is presented. Lastly, the challenges faced in the automated detection of COVID-19 using DL techniques and directions for future research are discussed.",2020-07-16,"Shoeibi, Afshin; Khodatars, Marjane; Alizadehsani, Roohallah; Ghassemi, Navid; Jafari, Mahboobeh; Moridian, Parisa; Khadem, Ali; Sadeghi, Delaram; Hussain, Sadiq; Zare, Assef; Sani, Zahra Alizadeh; Bazeli, Javad; Khozeimeh, Fahime; Khosravi, Abbas; Nahavandi, Saeid; Acharya, U. Rajendra; Shi, Peng",,,,2007.10785,document_parses/pdf_json/c4bc53414f5c46ccd356a7d74a9cd8b0cfc8b062.json,,https://arxiv.org/pdf/2007.10785v3.pdf,220666035.0,False,True,False,AI
131476,xlwd5q6q,e2da56ab928ec91729afb5558976335b5c33f997,arxiv,Survival Analysis meets Counterfactual Inference,,,,arxiv,"There is growing interest in applying machine learning methods for counterfactual inference from observational data. However, approaches that account for survival outcomes are relatively limited. Survival data are frequently encountered across diverse medical applications, \textit{i.e.}, drug development, risk profiling, and clinical trials, and such data are also relevant in fields like manufacturing (for equipment monitoring). When the outcome of interest is time-to-event, special precautions for handling censored events need to be taken, as ignoring censored outcomes may lead to biased estimates. We propose a theoretically grounded unified framework for counterfactual inference applicable to survival outcomes. Further, we formulate a nonparametric hazard ratio metric for evaluating average and individualized treatment effects. Experimental results on real-world and semi-synthetic datasets, the latter which we introduce, demonstrate that the proposed approach significantly outperforms competitive alternatives in both survival-outcome predictions and treatment-effect estimation.",2020-06-14,"Chapfuwa, Paidamoyo; Assaad, Serge; Zeng, Shuxi; Pencina, Michael; Carin, Lawrence; Henao, Ricardo",,,,2006.07756,document_parses/pdf_json/e2da56ab928ec91729afb5558976335b5c33f997.json,,https://arxiv.org/pdf/2006.07756v1.pdf,219687650.0,False,True,False,AI
131853,vw6kpuz4,0070c0b9e9bf2a5055bd77c250062877b391b6be,arxiv,POCOVID-Net: Automatic Detection of COVID-19 From a New Lung Ultrasound Imaging Dataset (POCUS),,,,arxiv,"With the rapid development of COVID-19 into a global pandemic, there is an ever more urgent need for cheap, fast and reliable tools that can assist physicians in diagnosing COVID-19. Medical imaging such as CT can take a key role in complementing conventional diagnostic tools from molecular biology, and, using deep learning techniques, several automatic systems were demonstrated promising performances using CT or X-ray data. Here, we advocate a more prominent role of point-of-care ultrasound imaging to guide COVID-19 detection. Ultrasound is non-invasive and ubiquitous in medical facilities around the globe. Our contribution is threefold. First, we gather a lung ultrasound (POCUS) dataset consisting of (currently) 1103 images (654 COVID-19, 277 bacterial pneumonia and 172 healthy controls), sampled from 64 videos. While this dataset was assembled from various online sources and is by no means exhaustive, it was processed specifically to feed deep learning models and is intended to serve as a starting point for an open-access initiative. Second, we train a deep convolutional neural network (POCOVID-Net) on this 3-class dataset and achieve an accuracy of 89% and, by a majority vote, a video accuracy of 92% . For detecting COVID-19 in particular, the model performs with a sensitivity of 0.96, a specificity of 0.79 and F1-score of 0.92 in a 5-fold cross validation. Third, we provide an open-access web service (POCOVIDScreen) that is available at: https://pocovidscreen.org. The website deploys the predictive model, allowing to perform predictions on ultrasound lung images. In addition, it grants medical staff the option to (bulk) upload their own screenings in order to contribute to the growing public database of pathological lung ultrasound images. Dataset and code are available from: https://github.com/jannisborn/covid19_pocus_ultrasound",2020-04-25,"Born, Jannis; Brandle, Gabriel; Cossio, Manuel; Disdier, Marion; Goulet, Julie; Roulin, J'er'emie; Wiedemann, Nina",,,,2004.12084,document_parses/pdf_json/0070c0b9e9bf2a5055bd77c250062877b391b6be.json,,https://arxiv.org/pdf/2004.12084v3.pdf,216553117.0,False,True,False,AI
131861,wphhrg6g,cae62fb7f84f1278c36521d50c55ec93d0c363b0,arxiv,Enabling and Emerging Technologies for Social Distancing: A Comprehensive Survey,,,,arxiv,"Social distancing is crucial for preventing the spread of viral diseases illnesses such as COVID-19. By minimizing the closely physical contact between people, we can reduce chances of catching the virus and spreading it to the community. This paper aims to provide a comprehensive survey on how emerging technologies, e.g., wireless and networking, AI can enable, encourage, and even enforce social distancing. To that end, we provide a fundamental background of social distancing including basic concepts, measurements, models and propose practical scenarios. We then discuss enabling wireless technologies which are especially effective and can be widely adopted in practice to keep distance and monitor people. After that, emerging technologies such as machine learning, computer vision, thermal, ultrasound, etc., are introduced. These technologies open many new solutions and directions to deal with problems in social distancing, e.g., symptom prediction, detection and monitoring quarantined people, and contact tracing. Finally, we provide important open issues and challenges (e.g., privacy-preserving, cybersecurity) in implementing social distancing in practice.",2020-05-01,"Nguyen, Cong T.; Saputra, Yuris Mulya; Huynh, Nguyen Van; Nguyen, Ngoc-Tan; Khoa, Tran Viet; Tuan, Bui Minh; Nguyen, Diep N.; Hoang, Dinh Thai; Vu, Thang X.; Dutkiewicz, Eryk; Chatzinotas, Symeon; Ottersten, Bjorn",,,,2005.02816,document_parses/pdf_json/cae62fb7f84f1278c36521d50c55ec93d0c363b0.json,,https://arxiv.org/pdf/2005.02816v1.pdf,218516860.0,False,True,False,AI
131955,fiaiwfke,992c6aa7b55921cba05a2fdc4f84e2ddd9ab9edc,arxiv,Was there COVID-19 back in 2012? Challenge for AI in Diagnosis with Similar Indications,,,,arxiv,"Purpose: Since the recent COVID-19 outbreak, there has been an avalanche of research papers applying deep learning based image processing to chest radiographs for detection of the disease. To test the performance of the two top models for CXR COVID-19 diagnosis on external datasets to assess model generalizability. Methods: In this paper, we present our argument regarding the efficiency and applicability of existing deep learning models for COVID-19 diagnosis. We provide results from two popular models - COVID-Net and CoroNet evaluated on three publicly available datasets and an additional institutional dataset collected from EMORY Hospital between January and May 2020, containing patients tested for COVID-19 infection using RT-PCR. Results: There is a large false positive rate (FPR) for COVID-Net on both ChexPert (55.3%) and MIMIC-CXR (23.4%) dataset. On the EMORY Dataset, COVID-Net has 61.4% sensitivity, 0.54 F1-score and 0.49 precision value. The FPR of the CoroNet model is significantly lower across all the datasets as compared to COVID-Net - EMORY(9.1%), ChexPert (1.3%), ChestX-ray14 (0.02%), MIMIC-CXR (0.06%). Conclusion: The models reported good to excellent performance on their internal datasets, however we observed from our testing that their performance dramatically worsened on external data. This is likely from several causes including overfitting models due to lack of appropriate control patients and ground truth labels. The fourth institutional dataset was labeled using RT-PCR, which could be positive without radiographic findings and vice versa. Therefore, a fusion model of both clinical and radiographic data may have better performance and generalization.",2020-06-23,"Banerjee, Imon; Sinha, Priyanshu; Purkayastha, Saptarshi; Mashhaditafreshi, Nazanin; Tariq, Amara; Jeong, Jiwoong; Trivedi, Hari; Gichoya, Judy W.",,,,2006.13262,document_parses/pdf_json/992c6aa7b55921cba05a2fdc4f84e2ddd9ab9edc.json,,https://arxiv.org/pdf/2006.13262v1.pdf,220042163.0,False,True,False,AI
132088,w8h16hui,7c0a07a82c94cd89ab9822c34e62a674e10a0d33,arxiv,Adaptive EMG-based hand gesture recognition using hyperdimensional computing,,,,arxiv,"Accurate recognition of hand gestures is crucial to the functionality of smart prosthetics and other modern human-computer interfaces. Many machine learning-based classifiers use electromyography (EMG) signals as input features, but they often misclassify gestures performed in different situational contexts (changing arm position, reapplication of electrodes, etc.) or with different effort levels due to changing signal properties. Here, we describe a learning and classification algorithm based on hyperdimensional (HD) computing that, unlike traditional machine learning algorithms, enables computationally efficient updates to incrementally incorporate new data and adapt to changing contexts. EMG signal encoding for both training and classification is performed using the same set of simple operations on 10,000-element random hypervectors enabling updates on the fly. Through human experiments using a custom EMG acquisition system, we demonstrate 88.87% classification accuracy on 13 individual finger flexion and extension gestures. Using simple model updates, we preserve this accuracy with less than 5.48% degradation when expanding to 21 commonly used gestures or when subject to changing situational contexts. We also show that the same methods for updating models can be used to account for variations resulting from the effort level with which a gesture is performed.",2019-01-02,"Moin, Ali; Zhou, Andy; Benatti, Simone; Rahimi, Abbas; Alexandrov, George; Menon, Alisha; Tamakloe, Senam; Ting, Jonathan; Yamamoto, Natasha; Khan, Yasser; Burghardt, Fred; Arias, Ana C.; Benini, Luca; Rabaey, Jan M.",,,,1901.00234,document_parses/pdf_json/7c0a07a82c94cd89ab9822c34e62a674e10a0d33.json,,https://arxiv.org/pdf/1901.00234v1.pdf,57373887.0,False,True,False,AI
132259,yf6m442l,118565556c022b7442467b7fb5dce5722fc11dac,arxiv,PDCOVIDNet: A Parallel-Dilated Convolutional Neural Network Architecture for Detecting COVID-19 from Chest X-Ray Images,,,,arxiv,"The COVID-19 pandemic continues to severely undermine the prosperity of the global health system. To combat this pandemic, effective screening techniques for infected patients are indispensable. There is no doubt that the use of chest X-ray images for radiological assessment is one of the essential screening techniques. Some of the early studies revealed that the patient's chest X-ray images showed abnormalities, which is natural for patients infected with COVID-19. In this paper, we proposed a parallel-dilated convolutional neural network (CNN) based COVID-19 detection system from chest x-ray images, named as Parallel-Dilated COVIDNet (PDCOVIDNet). First, the publicly available chest X-ray collection fully preloaded and enhanced, and then classified by the proposed method. Differing convolution dilation rate in a parallel form demonstrates the proof-of-principle for using PDCOVIDNet to extract radiological features for COVID-19 detection. Accordingly, we have assisted our method with two visualization methods, which are specifically designed to increase understanding of the key components associated with COVID-19 infection. Both visualization methods compute gradients for a given image category related to feature maps of the last convolutional layer to create a class-discriminative region. In our experiment, we used a total of 2,905 chest X-ray images, comprising three cases (such as COVID-19, normal, and viral pneumonia), and empirical evaluations revealed that the proposed method extracted more significant features expeditiously related to the suspected disease. The experimental results demonstrate that our proposed method significantly improves performance metrics: accuracy, precision, recall, and F1 scores reach 96.58%, 96.58%, 96.59%, and 96.58%, respectively, which is comparable or enhanced compared with the state-of-the-art methods.",2020-07-29,"Chowdhury, Nihad Karim; Rahman, Md. Muhtadir; Kabir, Muhammad Ashad",,,,2007.14777,document_parses/pdf_json/118565556c022b7442467b7fb5dce5722fc11dac.json,,https://arxiv.org/pdf/2007.14777v1.pdf,220845418.0,False,True,False,AI
132361,mq34lcmn,cc9cc2b8407d993993ea0742418565efe8b2c3c6,arxiv,Superconducting radio-frequency cavity fault classification using machine learning at Jefferson Laboratory,,,,arxiv,"We report on the development of machine learning models for classifying C100 superconducting radio-frequency (SRF) cavity faults in the Continuous Electron Beam Accelerator Facility (CEBAF) at Jefferson Lab. CEBAF is a continuous-wave recirculating linac utilizing 418 SRF cavities to accelerate electrons up to 12 GeV through 5-passes. Of these, 96 cavities (12 cryomodules) are designed with a digital low-level RF system configured such that a cavity fault triggers waveform recordings of 17 RF signals for each of the 8 cavities in the cryomodule. Subject matter experts (SME) are able to analyze the collected time-series data and identify which of the eight cavities faulted first and classify the type of fault. This information is used to find trends and strategically deploy mitigations to problematic cryomodules. However manually labeling the data is laborious and time-consuming. By leveraging machine learning, near real-time (rather than post-mortem) identification of the offending cavity and classification of the fault type has been implemented. We discuss performance of the ML models during a recent physics run. Results show the cavity identification and fault classification models have accuracies of 84.9% and 78.2%, respectively.",2020-06-11,"Tennant, Chris; Carpenter, Adam; Powers, Tom; Solopova, Anna Shabalina; Vidyaratne, Lasitha; Iftekharuddin, Khan",,,,2006.06562,document_parses/pdf_json/cc9cc2b8407d993993ea0742418565efe8b2c3c6.json,,https://arxiv.org/pdf/2006.06562v1.pdf,219573424.0,False,True,False,AI
132435,aan0qo4w,,arxiv,Public discourse and sentiment during the COVID-19 pandemic: using Latent Dirichlet Allocation for topic modeling on Twitter,,,,arxiv,"The study aims to understand Twitter users' discourse and psychological reactions to COVID-19. We use machine learning techniques to analyze about 1.9 million Tweets (written in English) related to coronavirus collected from January 23 to March 7, 2020. A total of salient 11 topics are identified and then categorized into ten themes, including""updates about confirmed cases,""""COVID-19 related death,""""cases outside China (worldwide),""""COVID-19 outbreak in South Korea,""""early signs of the outbreak in New York,""""Diamond Princess cruise,""""economic impact,""""Preventive measures,""""authorities,""and""supply chain.""Results do not reveal treatments and symptoms related messages as prevalent topics on Twitter. Sentiment analysis shows that fear for the unknown nature of the coronavirus is dominant in all topics. Implications and limitations of the study are also discussed.",2020-05-18,"Xue, Jia; Chen, Junxiang; Chen, Chen; Zheng, Chengda; Li, Sijia; Zhu, Tingshao",,,,2005.08817,,,https://arxiv.org/pdf/2005.08817v3.pdf,220404251.0,False,True,False,AI
132535,0b77duc8,f601b499ccc36b3c8982aefff48a8e2bfec00d5c,arxiv,Large-scale ligand-based virtual screening for SARS-CoV-2 inhibitors using deep neural networks,,,,arxiv,"Due to the current severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, there is an urgent need for novel therapies and drugs. We conducted a large-scale virtual screening for small molecules that are potential CoV-2 inhibitors. To this end, we utilized""ChemAI"", a deep neural network trained on more than 220M data points across 3.6M molecules from three public drug-discovery databases. With ChemAI, we screened and ranked one billion molecules from the ZINC database for favourable effects against CoV-2. We then reduced the result to the 30,000 top-ranked compounds, which are readily accessible and purchasable via the ZINC database. Additionally, we screened the DrugBank using ChemAI to allow for drug repurposing, which would be a fast way towards a therapy. We provide these top-ranked compounds of ZINC and DrugBank as a library for further screening with bioassays at https://github.com/ml-jku/sars-cov-inhibitors-chemai.",2020-03-25,"Hofmarcher, Markus; Mayr, Andreas; Rumetshofer, Elisabeth; Ruch, Peter; Renz, Philipp; Schimunek, Johannes; Seidl, Philipp; Vall, Andreu; Widrich, Michael; Hochreiter, Sepp; Klambauer, Gunter",,,,2004.00979,document_parses/pdf_json/f601b499ccc36b3c8982aefff48a8e2bfec00d5c.json,,https://arxiv.org/pdf/2004.00979v2.pdf,214775118.0,False,True,False,AI
132537,0uqy3yxb,9a68bcc1f802c4f9473a90cf4b7209b23e5d944d,arxiv,Targeting Learning: Robust Statistics for Reproducible Research,,,,arxiv,"Targeted Learning is a subfield of statistics that unifies advances in causal inference, machine learning and statistical theory to help answer scientifically impactful questions with statistical confidence. Targeted Learning is driven by complex problems in data science and has been implemented in a diversity of real-world scenarios: observational studies with missing treatments and outcomes, personalized interventions, longitudinal settings with time-varying treatment regimes, survival analysis, adaptive randomized trials, mediation analysis, and networks of connected subjects. In contrast to the (mis)application of restrictive modeling strategies that dominate the current practice of statistics, Targeted Learning establishes a principled standard for statistical estimation and inference (i.e., confidence intervals and p-values). This multiply robust approach is accompanied by a guiding roadmap and a burgeoning software ecosystem, both of which provide guidance on the construction of estimators optimized to best answer the motivating question. The roadmap of Targeted Learning emphasizes tailoring statistical procedures so as to minimize their assumptions, carefully grounding them only in the scientific knowledge available. The end result is a framework that honestly reflects the uncertainty in both the background knowledge and the available data in order to draw reliable conclusions from statistical analyses - ultimately enhancing the reproducibility and rigor of scientific findings.",2020-06-12,"Coyle, Jeremy R.; Hejazi, Nima S.; Malenica, Ivana; Phillips, Rachael V.; Arnold, Benjamin F.; Mertens, Andrew; Benjamin-Chung, Jade; Cai, Weixin; Dayal, Sonali; Colford, John M.; Hubbard, Alan E.; Laan, Mark J. van der",,,,2006.07333,document_parses/pdf_json/9a68bcc1f802c4f9473a90cf4b7209b23e5d944d.json,,https://arxiv.org/pdf/2006.07333v1.pdf,219636147.0,False,True,False,AI
132579,gey8s22y,b43b39c93825cafcc2f89e36789ba04c48f06e44,arxiv,COVID-19 diagnosis by routine blood tests using machine learning,,,,arxiv,"Physicians taking care of patients with coronavirus disease (COVID-19) have described different changes in routine blood parameters. However, these changes, hinder them from performing COVID-19 diagnosis. We constructed a machine learning predictive model for COVID-19 diagnosis. The model was based and cross-validated on the routine blood tests of 5,333 patients with various bacterial and viral infections, and 160 COVID-19-positive patients. We selected operational ROC point at a sensitivity of 81.9% and specificity of 97.9%. The cross-validated area under the curve (AUC) was 0.97. The five most useful routine blood parameters for COVID19 diagnosis according to the feature importance scoring of the XGBoost algorithm were MCHC, eosinophil count, albumin, INR, and prothrombin activity percentage. tSNE visualization showed that the blood parameters of the patients with severe COVID-19 course are more like the parameters of bacterial than viral infection. The reported diagnostic accuracy is at least comparable and probably complementary to RT-PCR and chest CT studies. Patients with fever, cough, myalgia, and other symptoms can now have initial routine blood tests assessed by our diagnostic tool. All patients with a positive COVID-19 prediction would then undergo standard RT-PCR studies to confirm the diagnosis. We believe that our results present a significant contribution to improvements in COVID-19 diagnosis.",2020-06-04,"Kukar, Matjavz; Gunvcar, Gregor; Vovko, Tomavz; Podnar, Simon; vCernelvc, Peter; Brvar, Miran; Zalaznik, Mateja; Notar, Mateja; Movskon, Savso; Notar, Marko",,,,2006.03476,document_parses/pdf_json/b43b39c93825cafcc2f89e36789ba04c48f06e44.json,,https://arxiv.org/pdf/2006.03476v1.pdf,219401625.0,False,True,False,AI
132757,vrgzm0ov,7cdbc51293f7d7ed78ec84a1cfbf84b1bad5a852,arxiv,Computer Vision For COVID-19 Control: A Survey,,,,arxiv,"The COVID-19 pandemic has triggered an urgent need to contribute to the fight against an immense threat to the human population. Computer Vision, as a subfield of Artificial Intelligence, has enjoyed recent success in solving various complex problems in health care and has the potential to contribute to the fight of controlling COVID-19. In response to this call, computer vision researchers are putting their knowledge base at work to devise effective ways to counter COVID-19 challenge and serve the global community. New contributions are being shared with every passing day. It motivated us to review the recent work, collect information about available research resources and an indication of future research directions. We want to make it available to computer vision researchers to save precious time. This survey paper is intended to provide a preliminary review of the available literature on the computer vision efforts against COVID-19 pandemic.",2020-04-15,"Ulhaq, Anwaar; Khan, Asim; Gomes, Douglas; Paul, Manoranjan",,,,2004.09420,document_parses/pdf_json/7cdbc51293f7d7ed78ec84a1cfbf84b1bad5a852.json,,https://arxiv.org/pdf/2004.09420v2.pdf,215827741.0,False,True,False,AI
132897,mpc7l1z8,b66bea6b669148ec4cf5c498b59cc46bdd1e7c4d,arxiv,Vulnerability of deep neural networks for detecting COVID-19 cases from chest X-ray images to universal adversarial attacks,,,,arxiv,"Under the epidemic of the novel coronavirus disease 2019 (COVID-19), chest X-ray computed tomography imaging is being used for effectively screening COVID-19 patients. The development of computer-aided systems based on deep neural networks (DNNs) has been advanced, to rapidly and accurately detect COVID-19 cases, because the need for expert radiologists, who are limited in number, forms a bottleneck for the screening. However, so far, the vulnerability of DNN-based systems has been poorly evaluated, although DNNs are vulnerable to a single perturbation, called universal adversarial perturbation (UAP), which can induce DNN failure in most classification tasks. Thus, we focus on representative DNN models for detecting COVID-19 cases from chest X-ray images and evaluate their vulnerability to UAPs generated using simple iterative algorithms. We consider nontargeted UAPs, which cause a task failure resulting in an input being assigned an incorrect label, and targeted UAPs, which cause the DNN to classify an input into a specific class. The results demonstrate that the models are vulnerable to nontargeted and targeted UAPs, even in case of small UAPs. In particular, 2% norm of the UPAs to the average norm of an image in the image dataset achieves>85% and>90% success rates for the nontargeted and targeted attacks, respectively. Due to the nontargeted UAPs, the DNN models judge most chest X-ray images as COVID-19 cases. The targeted UAPs make the DNN models classify most chest X-ray images into a given target class. The results indicate that careful consideration is required in practical applications of DNNs to COVID-19 diagnosis; in particular, they emphasize the need for strategies to address security concerns. As an example, we show that iterative fine-tuning of the DNN models using UAPs improves the robustness of the DNN models against UAPs.",2020-05-22,"Hirano, Hokuto; Koga, Kazuki; Takemoto, Kazuhiro",,,,2005.11061,document_parses/pdf_json/b66bea6b669148ec4cf5c498b59cc46bdd1e7c4d.json,,https://arxiv.org/pdf/2005.11061v1.pdf,218862893.0,False,True,False,AI
133009,gga6suow,e24d82d4595bf22a6f5267d83fc409cd6ceaf42f,arxiv,Time Series Regression,,,,arxiv,"This paper introduces Time Series Regression (TSR): a little-studied task of which the aim is to learn the relationship between a time series and a continuous target variable. In contrast to time series classification (TSC), which predicts a categorical class label, TSR predicts a numerical value. This task generalizes forecasting, relaxing the requirement that the value predicted be a future value of the input series or primarily depend on more recent values. In this paper, we motivate and introduce this task, and benchmark possible solutions to tackling it on a novel archive of 19 TSR datasets which we have assembled. Our results show that the state-of-the-art TSC model Rocket, when adapted for regression, performs the best overall compared to other TSC models and state-of-the-art machine learning (ML) models such as XGBoost, Random Forest and Support Vector Regression.More importantly, we show that much research is needed in this field to improve the accuracy of ML models.",2020-06-23,"Tan, Chang Wei; Bergmeir, Christoph; Petitjean, Francois; Webb, Geoffrey I.",,,,2006.12672,document_parses/pdf_json/e24d82d4595bf22a6f5267d83fc409cd6ceaf42f.json,,https://arxiv.org/pdf/2006.12672v1.pdf,219981569.0,False,True,False,AI
133047,4qyrtzhu,77c7d139f5671638ee69482cb56ad8d31d2efc42,arxiv,Attacking COVID-19 Progression using Multi-Drug Therapy for Synergetic Target Engagement,,,,arxiv,"COVID-19 is a devastating respiratory and inflammatory illness caused by a new coronavirus that is rapidly spreading throughout the human population. Over the past 6 months, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus responsible for COVID-19, has already infected over 11.6 million (25% located in United States) and killed more than 540K people around the world. As we face one of the most challenging times in our recent history, there is an urgent need to identify drug candidates that can attack SARS-CoV-2 on multiple fronts. We have therefore initiated a computational dynamics drug pipeline using molecular modeling, structure simulation, docking and machine learning models to predict the inhibitory activity of several million compounds against two essential SARS-CoV-2 viral proteins and their host protein interactors; S/Ace2, Tmprss2, Cathepsins L and K, and Mpro to prevent binding, membrane fusion and replication of the virus, respectively. All together we generated an ensemble of structural conformations that increase high quality docking outcomes to screen over>6 million compounds including all FDA-approved drugs, drugs under clinical trial (>3000) and an additional>30 million selected chemotypes from fragment libraries. Our results yielded an initial set of 350 high value compounds from both new and FDA-approved compounds that can now be tested experimentally in appropriate biological model systems. We anticipate that our results will initiate screening campaigns and accelerate the discovery of COVID-19 treatments.",2020-07-06,"Coban, Mathew; Morrison, Juliet; Freeman, William D.; Radisky, Evette; Roch, Karine G. Le; Caulfield, Thomas R.",,,,2007.02557,document_parses/pdf_json/77c7d139f5671638ee69482cb56ad8d31d2efc42.json,,https://arxiv.org/pdf/2007.02557v1.pdf,220363653.0,False,True,False,AI
133263,pugmhzwo,,arxiv,"Missed calls, Automated Calls and Health Support: Using AI to improve maternal health outcomes by increasing program engagement",,,,arxiv,"India accounts for 11% of maternal deaths globally where a woman dies in childbirth every fifteen minutes. Lack of access to preventive care information is a significant problem contributing to high maternal morbidity and mortality numbers, especially in low-income households. We work with ARMMAN, a non-profit based in India, to further the use of call-based information programs by early-on identifying women who might not engage on these programs that are proven to affect health parameters positively.We analyzed anonymized call-records of over 300,000 women registered in an awareness program created by ARMMAN that uses cellphone calls to regularly disseminate health related information. We built robust deep learning based models to predict short term and long term dropout risk from call logs and beneficiaries' demographic information. Our model performs 13% better than competitive baselines for short-term forecasting and 7% better for long term forecasting. We also discuss the applicability of this method in the real world through a pilot validation that uses our method to perform targeted interventions.",2020-06-13,"Nishtala, Siddharth; Kamarthi, Harshavardhan; Thakkar, Divy; Narayanan, Dhyanesh; Grama, Anirudh; Hegde, Aparna; Padmanabhan, Ramesh; Madhiwalla, Neha; Chaudhary, Suresh; Ravindran, Balaraman; Tambe, Milind",,,,2006.07590,,,https://arxiv.org/pdf/2006.07590v3.pdf,219687661.0,False,True,False,AI
133333,1u094ghn,88820052257b40e4544965892780bc409cf40c2d,arxiv,Causal Feature Selection via Orthogonal Search,,,,arxiv,"The problem of inferring the direct causal parents of a response variable among a large set of explanatory variables is of high practical importance in many disciplines. Recent work in the field of causal discovery exploits invariance properties of models across different experimental conditions for detecting direct causal links. However, these approaches generally do not scale well with the number of explanatory variables, are difficult to extend to nonlinear relationships, and require data across different experiments. Inspired by {\em Debiased} machine learning methods, we study a one-vs.-the-rest feature selection approach to discover the direct causal parent of the response. We propose an algorithm that works for purely observational data, while also offering theoretical guarantees, including the case of partially nonlinear relationships. Requiring only one estimation for each variable, we can apply our approach even to large graphs, demonstrating significant improvements compared to established approaches.",2020-07-06,"Raj, Anant; Bauer, Stefan; Soleymani, Ashkan; Besserve, Michel; Scholkopf, Bernhard",,,,2007.02938,document_parses/pdf_json/88820052257b40e4544965892780bc409cf40c2d.json,,https://arxiv.org/pdf/2007.02938v1.pdf,220381228.0,False,True,False,AI
133628,hos7r0oc,1453aae82623f3a953ddf01dff4a63435fec4b19,arxiv,Graph Neural Networks with Haar Transform-Based Convolution and Pooling: A Complete Guide,,,,arxiv,"Graph Neural Networks (GNNs) have recently caught great attention and achieved significant progress in graph-level applications. In order to handle graphs with different features and sizes, we propose a novel graph neural network, which we call HaarNet, to predict graph labels with interrelated convolution and pooling strategies. Similar to some existing routines, the model assembles unified graph-level representations from samples by first adopting graph convolutional layers to extract mutual information followed by graph pooling layers to downsample graph resolution. By a sequence of clusterings, we embed the intrinsic topological information of each graph into the GNN. Through the fast Haar transformation, we made our contribution to forming a smooth workflow that learns multi-scale graph representation with redundancy removed. As a result, our proposed framework obtains notable accuracy gains without sacrificing performance stability. Extensive experiments validate the superiority on graph classification and regression tasks, where our proposed HaarNet outperforms various existing GNN models, especially on big data sets.",2020-07-22,"Zheng, Xuebin; Zhou, Bingxin; Li, Ming; Wang, Yu Guang; Gao, Junbin",,,,2007.11202,document_parses/pdf_json/1453aae82623f3a953ddf01dff4a63435fec4b19.json,,https://arxiv.org/pdf/2007.11202v1.pdf,220686654.0,False,True,False,AI
133993,xfmonhns,60458c46b670c5d2c818046defb94bcfd9a4dafc,arxiv,Automated Detection of COVID-19 from CT Scans Using Convolutional Neural Networks,,,,arxiv,"COVID-19 is an infectious disease that causes respiratory problems similar to those caused by SARS-CoV (2003). Currently, swab samples are being used for its diagnosis. The most common testing method used is the RT-PCR method, which has high specificity but variable sensitivity. AI-based detection has the capability to overcome this drawback. In this paper, we propose a prospective method wherein we use chest CT scans to diagnose the patients for COVID-19 pneumonia. We use a set of open-source images, available as individual CT slices, and full CT scans from a private Indian Hospital to train our model. We build a 2D segmentation model using the U-Net architecture, which gives the output by marking out the region of infection. Our model achieves a sensitivity of 96.428% (95% CI: 88%-100%) and a specificity of 88.39% (95% CI: 82%-94%). Additionally, we derive a logic for converting our slice-level predictions to scan-level, which helps us reduce the false positives.",2020-06-23,"Lokwani, Rohit; Gaikwad, Ashrika; Kulkarni, Viraj; Pant, Aniruddha; Kharat, Amit",,,,2006.13212,document_parses/pdf_json/60458c46b670c5d2c818046defb94bcfd9a4dafc.json,,https://arxiv.org/pdf/2006.13212v1.pdf,220041569.0,False,True,False,AI
